Date,Close,Date,Close,Date,Close
2/10/2020 16:00:00,658.23,2/10/2020 16:00:00,2133.91,2/10/2020 16:00:00,215.77
2/11/2020 16:00:00,651.62,2/11/2020 16:00:00,2150.8,2/11/2020 16:00:00,217.21
2/12/2020 16:00:00,699.82,2/12/2020 16:00:00,2160,2/12/2020 16:00:00,224.31
2/13/2020 16:00:00,718.53,2/13/2020 16:00:00,2149.87,2/13/2020 16:00:00,220.36
2/14/2020 16:00:00,735.01,2/14/2020 16:00:00,2134.87,2/14/2020 16:00:00,219.63
2/18/2020 16:00:00,728.45,2/18/2020 16:00:00,2155.67,2/18/2020 16:00:00,220.52
2/19/2020 16:00:00,742.74,2/19/2020 16:00:00,2170.22,2/19/2020 16:00:00,222.14
2/20/2020 16:00:00,742.59,2/20/2020 16:00:00,2153.1,2/20/2020 16:00:00,218.04
2/21/2020 16:00:00,735.6,2/21/2020 16:00:00,2095.97,2/21/2020 16:00:00,212.59
2/24/2020 16:00:00,673.46,2/24/2020 16:00:00,2009.29,2/24/2020 16:00:00,206.16
2/25/2020 16:00:00,630,2/25/2020 16:00:00,1972.74,2/25/2020 16:00:00,205.61
2/26/2020 16:00:00,632.05,2/26/2020 16:00:00,1979.59,2/26/2020 16:00:00,208.74
2/27/2020 16:00:00,600,2/27/2020 16:00:00,1884.3,2/27/2020 16:00:00,205.03
2/28/2020 16:00:00,616.03,2/28/2020 16:00:00,1883.75,2/28/2020 16:00:00,208
3/2/2020 16:00:00,642.11,3/2/2020 16:00:00,1953.95,3/2/2020 16:00:00,210.98
3/3/2020 16:00:00,624.73,3/3/2020 16:00:00,1908.99,3/3/2020 16:00:00,207.41
3/4/2020 16:00:00,653.63,3/4/2020 16:00:00,1975.83,3/4/2020 16:00:00,211.96
3/5/2020 16:00:00,627.88,3/5/2020 16:00:00,1924.03,3/5/2020 16:00:00,211.46
3/6/2020 16:00:00,614.51,3/6/2020 16:00:00,1901.09,3/6/2020 16:00:00,204.64
3/9/2020 16:00:00,539.64,3/9/2020 16:00:00,1800.61,3/9/2020 16:00:00,197.66
3/10/2020 16:00:00,599.07,3/10/2020 16:00:00,1891.82,3/10/2020 16:00:00,206.39
3/11/2020 16:00:00,550.72,3/11/2020 16:00:00,1820.86,3/11/2020 16:00:00,198.91
3/12/2020 16:00:00,502,3/12/2020 16:00:00,1676.61,3/12/2020 16:00:00,185.1
3/13/2020 16:00:00,535.69,3/13/2020 16:00:00,1785,3/13/2020 16:00:00,194
3/16/2020 16:00:00,467.32,3/16/2020 16:00:00,1689.15,3/16/2020 16:00:00,178.85
3/17/2020 16:00:00,490.69,3/17/2020 16:00:00,1807.84,3/17/2020 16:00:00,184.81
3/18/2020 16:00:00,452.17,3/18/2020 16:00:00,1830,3/18/2020 16:00:00,180
3/19/2020 16:00:00,463.53,3/19/2020 16:00:00,1880.93,3/19/2020 16:00:00,180.88
3/20/2020 16:00:00,452.88,3/20/2020 16:00:00,1846.09,3/20/2020 16:00:00,181.3
3/23/2020 16:00:00,457.65,3/23/2020 16:00:00,1902.83,3/23/2020 16:00:00,176.34
3/24/2020 16:00:00,490,3/24/2020 16:00:00,1940.1,3/24/2020 16:00:00,185.75
3/25/2020 16:00:00,482.65,3/25/2020 16:00:00,1885.84,3/25/2020 16:00:00,188.56
3/26/2020 16:00:00,489.56,3/26/2020 16:00:00,1955.49,3/26/2020 16:00:00,195.32
3/27/2020 16:00:00,471.43,3/27/2020 16:00:00,1900.1,3/27/2020 16:00:00,188.59
3/30/2020 16:00:00,473.29,3/30/2020 16:00:00,1963.95,3/30/2020 16:00:00,191.27
3/31/2020 16:00:00,488.58,3/31/2020 16:00:00,1949.72,3/31/2020 16:00:00,194.48
4/1/2020 16:00:00,447.34,4/1/2020 16:00:00,1907.7,4/1/2020 16:00:00,187.56
4/2/2020 16:00:00,462.87,4/2/2020 16:00:00,1918.83,4/2/2020 16:00:00,188.9
4/3/2020 16:00:00,454.47,4/3/2020 16:00:00,1906.59,4/3/2020 16:00:00,187.11
4/6/2020 16:00:00,506.16,4/6/2020 16:00:00,1997.59,4/6/2020 16:00:00,196.45
4/7/2020 16:00:00,525.67,4/7/2020 16:00:00,2011.6,4/7/2020 16:00:00,198
